(0.007857322692871094,-0.05519717186689377,-0.21400286257266998),
(0.043279409408569336,0.0014186567859724164,-0.11888670921325684),
(0.05718636512756348,-0.014182970859110355,-0.11442780494689941),
(0.022278308868408203,-0.07268347591161728,-0.205246701836586),
(-0.0957796573638916,-0.009028125554323196,-0.09390568733215332),
(-0.08267068862915039,0.004545759875327349,-0.09729480743408203),
(-0.08151769638061523,-0.055373068898916245,-0.1956327110528946),
(-0.09118270874023438,-0.07207097858190536,-0.19143272936344147),
(-0.021965503692626953,-0.01657836325466633,-0.0982518196105957),
(-0.03445267677307129,-0.07237716764211655,-0.19833971560001373),
(-0.03592371940612793,-0.06648797541856766,-0.19687773287296295),
(-0.025284528732299805,-0.011290710419416428,-0.0981287956237793),
(-0.015868663787841797,-0.15905176103115082,-0.2385747730731964),
(-0.016643524169921875,-0.15095506608486176,-0.2453007996082306),
(0.00023651123046875,0.006314107216894627,-0.06851482391357422),
(-0.02048969268798828,-0.001666479161940515,-0.05917191505432129),
(-0.03877758979797363,-0.15144746005535126,-0.2441709339618683),
(-0.06142568588256836,-0.15005487203598022,-0.24733784794807434),
(-0.06714558601379395,-0.16122186183929443,-0.2385897934436798),
(-0.04169750213623047,-0.1607474684715271,-0.24012377858161926),
(-0.04111957550048828,-0.19109857082366943,-0.2444317489862442),
(-0.039452552795410156,0.006528444588184357,-0.06368279457092285),
(-0.020651578903198242,0.0021849346812814474,-0.06067776679992676),
(0.18322443962097168,0.1248198002576828,0.15699531137943268),
(0.05345749855041504,0.13659529387950897,0.10941220819950104),
(0.04634833335876465,0.11601929366588593,0.12270618975162506),
(0.17301249504089355,0.10006574541330338,0.16813232004642487),
(0.14026737213134766,0.12792354822158813,-0.035436853766441345),
(0.12739849090576172,0.14291459321975708,-0.023890715092420578),
(0.23422741889953613,0.1252301186323166,0.06077314913272858),
(0.245253324508667,0.10608845204114914,0.05256010591983795),
(0.09258031845092773,0.11399465054273605,0.03806115686893463),
(0.20913243293762207,0.1030772253870964,0.11034632474184036),
(0.2064204216003418,0.10892348736524582,0.10660410672426224),
(0.0926063060760498,0.12003069370985031,0.033690229058265686),
(0.2667994499206543,0.026403704658150673,0.17589211463928223),
(0.26937031745910645,0.0385308638215065,0.1781322956085205),
(0.04149341583251953,0.12213592976331711,0.03236819803714752),
(0.052611351013183594,0.11115008592605591,0.00822831504046917),
(0.28502535820007324,0.0397973470389843,0.15683817863464355),
(0.3037843704223633,0.04524188116192818,0.13770222663879395),
(0.3056983947753906,0.029491949826478958,0.12867331504821777),
(0.2879323959350586,0.02804975025355816,0.15334129333496094),
(0.3044242858886719,-0.002897222526371479,0.16380810737609863),
(0.06676340103149414,0.12424284219741821,-0.008059725165367126),
(0.05228233337402344,0.11607867479324341,0.00827814545482397),
(-0.12444758415222168,0.19431167840957642,0.16731621325016022),
(-0.08948850631713867,0.2122058868408203,0.05923917517066002),
(-0.10056662559509277,0.19547009468078613,0.05258229002356529),
(-0.13380765914916992,0.17432767152786255,0.1577773243188858),
(0.033466339111328125,0.20146998763084412,0.12568522989749908),
(0.023346424102783203,0.21449948847293854,0.11632111668586731),
(-0.0430445671081543,0.1926746815443039,0.2063152939081192),
(-0.03571271896362305,0.1762864887714386,0.2140202671289444),
(-0.02889251708984375,0.1919775903224945,0.0878761038184166),
(-0.08476066589355469,0.17530708014965057,0.1858983188867569),
(-0.08180069923400879,0.18034078180789948,0.18388129770755768),
(-0.02532052993774414,0.19701339304447174,0.08811213821172714),
(-0.1364755630493164,0.10781291127204895,0.23114730417728424),
(-0.13834452629089355,0.11766389012336731,0.23406411707401276),
(-0.025958538055419922,0.20178088545799255,0.04596426710486412),
(-0.005499601364135742,0.19230090081691742,0.05370523780584335),
(-0.1201934814453125,0.11801627278327942,0.24637414515018463),
(-0.1037607192993164,0.12161687016487122,0.2615661919116974),
(-0.09608650207519531,0.10857895016670227,0.2619161903858185),
(-0.11710166931152344,0.10816934704780579,0.24796415865421295),
(-0.12495970726013184,0.0814986526966095,0.2600972652435303),
(0.008355379104614258,0.20246608555316925,0.06563927978277206),
(-0.005593538284301758,0.19639469683170319,0.053727176040410995),
(-0.22309160232543945,0.034998949617147446,0.03595329076051712),
(-0.13103365898132324,0.0869026780128479,-0.012403716333210468),
(-0.12859153747558594,0.07057363539934158,-0.02597283571958542),
(-0.21648955345153809,0.01662617363035679,0.021488191559910774),
(-0.09091067314147949,0.08171754330396652,0.1233673244714737),
(-0.09537458419799805,0.09481029957532883,0.11009121686220169),
(-0.19482660293579102,0.03812031075358391,0.12265229970216751),
(-0.19002771377563477,0.021731657907366753,0.13256525993347168),
(-0.10371255874633789,0.07110434025526047,0.05092526227235794),
(-0.20325851440429688,0.01917891763150692,0.0770261287689209),
(-0.20147967338562012,0.02507619746029377,0.0780491903424263),
(-0.1030735969543457,0.07652478665113449,0.05395818501710892),
(-0.2476825714111328,-0.06687179952859879,0.06710123270750046),
(-0.25405454635620117,-0.058535002171993256,0.06823515146970749),
(-0.07603764533996582,0.09203129261732101,0.024515163153409958),
(-0.0646505355834961,0.08466225117444992,0.044430267065763474),
(-0.25046253204345703,-0.058099206537008286,0.09010719507932663),
(-0.25103068351745605,-0.05561970919370651,0.11287521570920944),
(-0.24200654029846191,-0.06680481135845184,0.11810826510190964),
(-0.24637055397033691,-0.06738970428705215,0.09299325197935104),
(-0.25154566764831543,-0.09758130460977554,0.09432028979063034),
(-0.06678056716918945,0.09381752461194992,0.0633711889386177),
(-0.06602263450622559,0.08856397122144699,0.044577132910490036),
(-0.16005659103393555,0.033523641526699066,-0.20213580131530762),
(-0.020130634307861328,0.07982403039932251,-0.10919974744319916),
(-0.00035953521728515625,0.04061754047870636,-0.12487887591123581),
(-0.14276456832885742,0.005539977457374334,-0.20064783096313477),
(-0.15790271759033203,0.1277206540107727,0.0009741935064084828),
(-0.14757657051086426,0.1361423134803772,-0.00829981081187725),
(-0.2387406826019287,0.06355006247758865,-0.11159490793943405),
(-0.2501485347747803,0.044892389327287674,-0.09617375582456589),
